,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,CENTRAL INDEX KEY,FISCAL YEAR END
2712,0001564590-21-039151,10-K,20210630,20210729,20210729,MICROSOFT CORP,0000789019,0630
2713,0000798354-21-000004,10-K,20201231,20210226,20210226,FISERV INC,0000798354,1231
2714,0001728949-21-000076,10-K,20210926,20211103,20211103,QUALCOMM INC/DE,0000804328,0926
2715,0000811156-21-000016,10-K,20201231,20210211,20210211,CMS ENERGY CORP,0000811156,1231
2716,0000813672-21-000009,10-K,20210102,20210222,20210222,CADENCE DESIGN SYSTEMS INC,0000813672,0102
2717,0000814547-21-000019,10-K,20210930,20211110,20211110,FAIR ISAAC CORP,0000814547,0930
2718,0000818479-21-000007,10-K,20201231,20210301,20210301,DENTSPLY SIRONA Inc.,0000818479,1231
2719,0000820027-21-000012,10-K,20201231,20210224,20210224,AMERIPRISE FINANCIAL INC,0000820027,1231
2720,0001558370-21-000881,10-K,20201231,20210210,20210210,AMPHENOL CORP /DE/,0000820313,1231
2721,0001558370-21-001348,10-K,20201231,20210222,20210222,WASTE MANAGEMENT INC,0000823768,1231
2722,0000827054-21-000106,10-K,20210331,20210518,20210517,MICROCHIP TECHNOLOGY INC,0000827054,0331
2723,0000829224-21-000086,10-K,20211003,20211119,20211119,STARBUCKS CORP,0000829224,0927
2724,0000832101-21-000017,10-K,20201231,20210225,20210225,IDEX CORP /DE/,0000832101,1231
2725,0000851968-21-000019,10-K,20201231,20210224,20210224,MOHAWK INDUSTRIES INC,0000851968,1231
2726,0000858470-21-000013,10-K,20201231,20210226,20210226,CABOT OIL & GAS CORP,0000858470,1231
2727,0000858877-21-000013,10-K,20210731,20210909,20210909,"CISCO SYSTEMS, INC.",0000858877,0731
2728,0000859737-21-000023,10-K,20210925,20211116,20211116,HOLOGIC INC,0000859737,0928
2729,0001193125-21-048994,10-K,20201231,20210219,20210219,"HCA Healthcare, Inc.",0000860730,1231
2730,0000864749-21-000029,10-K,20210101,20210226,20210226,TRIMBLE INC.,0000864749,0103
2731,0001104659-21-029943,10-K,20201231,20210301,20210301,Monster Beverage Corp,0000865752,1231
2732,0001558370-21-013446,10-K,20210828,20211025,20211025,AUTOZONE INC,0000866787,0828
2733,0000874716-21-000008,10-K,20201231,20210212,20210212,IDEXX LABORATORIES INC /DE,0000874716,1231
2734,0000874761-21-000015,10-K,20201231,20210225,20210224,AES CORP,0000874761,1231
2735,0000875045-21-000010,10-K,20201231,20210203,20210203,BIOGEN INC.,0000875045,1231
2736,0000877212-21-000008,10-K,20201231,20210211,20210211,ZEBRA TECHNOLOGIES CORP,0000877212,1231
2737,0001437749-21-003766,10-K,20201231,20210223,20210223,KIMCO REALTY CORP,0000879101,1231
2738,0001558370-21-000825,10-K,20201231,20210209,20210209,INCYTE CORP,0000879169,1231
2739,0000883241-21-000022,10-K,20211031,20211213,20211213,SYNOPSYS INC,0000883241,1031
2740,0001193125-21-049380,10-K,20201231,20210222,20210219,GOLDMAN SACHS GROUP INC,0000886982,1231
2741,0000891103-21-000014,10-K,20201231,20210225,20210225,"Match Group, Inc.",0000891103,1231
2742,0000896159-21-000003,10-K,20201231,20210225,20210225,Chubb Ltd,0000896159,1231
2743,0000898173-21-000012,10-K,20201231,20210226,20210226,O REILLY AUTOMOTIVE INC,0000898173,1231
2744,0001193125-21-305429,10-K,20210831,20211022,20211022,JABIL INC,0000898293,0831
2745,0000900075-21-000022,10-K,20210731,20210927,20210927,COPART INC,0000900075,0731
2746,0001564590-21-006679,10-K,20201231,20210218,20210218,EQUITY RESIDENTIAL,0000906107,1231
2747,0000906345-21-000010,10-K,20201231,20210218,20210218,CAMDEN PROPERTY TRUST,0000906345,1231
2748,0000908255-21-000008,10-K,20201231,20210222,20210222,BORGWARNER INC,0000908255,1231
2749,0000909832-21-000014,10-K,20210829,20211006,20211005,COSTCO WHOLESALE CORP /NEW,0000909832,0901
2750,0001564590-21-006390,10-K,20201231,20210217,20210217,REGENCY CENTERS CORP,0000910606,1231
2751,0001564590-21-006666,10-K,20201231,20210218,20210218,MID AMERICA APARTMENT COMMUNITIES INC.,0000912595,1231
2752,0000914208-21-000331,10-K,20201231,20210219,20210219,Invesco Ltd.,0000914208,1231
2753,0000915913-21-000018,10-K,20201231,20210219,20210219,ALBEMARLE CORP,0000915913,1231
2754,0001564590-21-006959,10-K,20201231,20210219,20210219,MARTIN MARIETTA MATERIALS INC,0000916076,1231
2755,0000916365-21-000052,10-K,20201226,20210218,20210218,TRACTOR SUPPLY CO /DE/,0000916365,1228
2756,0000920148-21-000018,10-K,20201231,20210225,20210225,LABORATORY CORP OF AMERICA HOLDINGS,0000920148,1231
2757,0000920522-21-000015,10-K,20201231,20210219,20210219,"ESSEX PROPERTY TRUST, INC.",0000920522,1231
2758,0001628280-21-000722,10-K,20201130,20210122,20210122,LENNAR CORP /NEW/,0000920760,1130
2759,0000927066-21-000008,10-K,20201231,20210212,20210212,DAVITA INC.,0000927066,1231
2760,0000927628-21-000094,10-K,20201231,20210225,20210225,CAPITAL ONE FINANCIAL CORP,0000927628,1231
2761,0000935703-21-000014,10-K,20210130,20210316,20210316,"DOLLAR TREE, INC.",0000935703,0130
2762,0000936340-21-000112,10-K,20201231,20210219,20210219,DTE ENERGY CO,0000936340,1231
2763,0000940944-21-000041,10-K,20210530,20210723,20210723,DARDEN RESTAURANTS INC,0000940944,0530
2764,0001628280-21-002557,10-K,20201231,20210219,20210219,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0000943452,1231
2765,0000943819-21-000017,10-K,20210630,20210817,20210816,RESMED INC,0000943819,0630
2766,0000945841-21-000022,10-K,20201231,20210225,20210225,POOL CORP,0000945841,1231
2767,0001628280-21-010627,10-K,20210331,20210519,20210518,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,0331
2768,0001193125-21-054385,10-K,20201231,20210224,20210224,WATERS CORP /DE/,0001000697,1231
2769,0001001250-21-000127,10-K,20210630,20210827,20210827,ESTEE LAUDER COMPANIES INC,0001001250,0630
2770,0001564590-21-033645,10-K,20210430,20210621,20210621,"NetApp, Inc.",0001002047,0430
2771,0001013871-21-000005,10-K,20201231,20210301,20210301,"NRG ENERGY, INC.",0001013871,1231
2772,0001018724-21-000004,10-K,20201231,20210203,20210202,AMAZON COM INC,0001018724,1231
2773,0001024478-21-000083,10-K,20210930,20211109,20211109,"ROCKWELL AUTOMATION, INC",0001024478,0930
2774,0001031296-21-000020,10-K,20201231,20210218,20210218,FIRSTENERGY CORP,0001031296,1231
2775,0001035267-21-000028,10-K,20201231,20210210,20210209,INTUITIVE SURGICAL INC,0001035267,1231
2776,0001037038-21-000022,10-K,20210327,20210520,20210520,RALPH LAUREN CORP,0001037038,0328
2777,0001656423-21-000006,10-K,20201231,20210226,20210226,BOSTON PROPERTIES INC,0001037540,1231
2778,0001037646-21-000008,10-K,20201231,20210208,20210208,METTLER TOLEDO INTERNATIONAL INC/,0001037646,1231
2779,0001037868-21-000007,10-K,20201231,20210218,20210218,AMETEK INC/,0001037868,1231
2780,0001038357-21-000016,10-K,20201231,20210301,20210301,PIONEER NATURAL RESOURCES CO,0001038357,1231
2781,0001039684-21-000015,10-K,20201231,20210223,20210223,ONEOK INC /NEW/,0001039684,1231
2782,0001041061-21-000012,10-K,20201231,20210222,20210219,YUM BRANDS INC,0001041061,1231
2783,0001047862-21-000049,10-K,20201231,20210218,20210218,CONSOLIDATED EDISON INC,0001047862,1231
2784,0001628280-21-002433,10-K,20201231,20210218,20210218,MARRIOTT INTERNATIONAL INC /MD/,0001048286,1231
2785,0001628280-21-006440,10-K/A,20201231,20210402,20210402,MARRIOTT INTERNATIONAL INC /MD/,0001048286,1231
2786,0001048695-21-000044,10-K,20210930,20211116,20211116,"F5, INC.",0001048695,0930
2787,0001051470-21-000031,10-K,20201231,20210222,20210222,CROWN CASTLE INTERNATIONAL CORP,0001051470,1231
2788,0001057352-21-000032,10-K,20201231,20210224,20210224,"COSTAR GROUP, INC.",0001057352,1231
2789,0001058290-21-000031,10-K,20201231,20210212,20210212,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290,1231
2790,0001558370-21-001700,10-K,20201231,20210225,20210225,SIMON PROPERTY GROUP INC /DE/,0001063761,1231
2791,0001065280-21-000040,10-K,20201231,20210128,20210128,NETFLIX INC,0001065280,1231
2792,0001067701-21-000008,10-K,20201231,20210127,20210127,"UNITED RENTALS, INC.",0001067701,1231
2793,0001558370-21-001873,10-K,20201231,20210226,20210225,"AXON ENTERPRISE, INC.",0001069183,1231
2794,0001564590-21-008676,10-K,20201231,20210225,20210225,"HOST HOTELS & RESORTS, INC.",0001070750,1231
2795,0001075531-21-000019,10-K,20201231,20210224,20210224,Booking Holdings Inc.,0001075531,1231
2796,0001086222-21-000075,10-K,20201231,20210226,20210226,AKAMAI TECHNOLOGIES INC,0001086222,1231
2797,0001564590-21-006239,10-K,20201231,20210217,20210217,DEVON ENERGY CORP/DE,0001090012,1231
2798,0001090727-21-000013,10-K,20201231,20210222,20210222,UNITED PARCEL SERVICE INC,0001090727,1231
2799,0001090872-21-000027,10-K,20211031,20211217,20211217,"AGILENT TECHNOLOGIES, INC.",0001090872,1031
2800,0001091667-21-000022,10-K,20201231,20210129,20210129,"CHARTER COMMUNICATIONS, INC. /MO/",0001091667,1231
2801,0001094285-21-000066,10-K,20210103,20210226,20210225,TELEDYNE TECHNOLOGIES INC,0001094285,0103
2802,0001628280-21-002219,10-K,20201231,20210216,20210216,ON SEMICONDUCTOR CORP,0001097864,1231
2803,0001099800-21-000007,10-K,20201231,20210212,20210212,Edwards Lifesciences Corp,0001099800,1231
2804,0001100682-21-000005,10-K,20201226,20210217,20210217,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",0001100682,1226
2805,0001103982-21-000004,10-K,20201231,20210205,20210205,"Mondelez International, Inc.",0001103982,1231
2806,0001113169-21-000006,10-K,20201231,20210211,20210211,PRICE T ROWE GROUP INC,0001113169,1231
2807,0001120193-21-000011,10-K,20201231,20210223,20210223,"NASDAQ, INC.",0001120193,1231
2808,0001564590-21-006192,10-K,20201226,20210217,20210217,GARMIN LTD,0001121788,1226
2809,0001104659-21-022074,10-K,20201231,20210212,20210212,PRINCIPAL FINANCIAL GROUP INC,0001126328,1231
2810,0001130310-21-000009,10-K,20201231,20210225,20210225,CENTERPOINT ENERGY INC,0001130310,1231
2811,0001133421-21-000006,10-K,20201231,20210128,20210128,NORTHROP GRUMMAN CORP /DE/,0001133421,1231
2812,0001564590-21-007163,10-K,20201231,20210222,20210222,"ZIMMER BIOMET HOLDINGS, INC.",0001136869,1231
2813,0001136893-21-000025,10-K,20201231,20210218,20210218,"Fidelity National Information Services, Inc.",0001136893,1231
2814,0001138118-21-000012,10-K,20201231,20210224,20210224,"CBRE GROUP, INC.",0001138118,1231
2815,0001145197-21-000009,10-K,20201231,20210224,20210223,INSULET CORP,0001145197,1231
2816,0001562762-21-000027,10-K,20201231,20210216,20210216,CONOCOPHILLIPS,0001163165,1231
2817,0001170010-21-000053,10-K,20210228,20210420,20210420,CARMAX INC,0001170010,0228
2818,0001174922-21-000029,10-K,20201231,20210226,20210226,WYNN RESORTS LTD,0001174922,1231
2819,0001267238-21-000010,10-K,20201231,20210219,20210219,"ASSURANT, INC.",0001267238,1231
2820,0001628280-21-003343,10-K,20201231,20210226,20210225,"FIRST SOLAR, INC.",0001274494,1231
2821,0001564590-21-006981,10-K,20201231,20210219,20210219,MARKETAXESS HOLDINGS INC,0001278021,1231
2822,0001281761-21-000012,10-K,20201231,20210224,20210223,REGIONS FINANCIAL CORP,0001281761,1231
2823,0001193125-21-055734,10-K,20210103,20210225,20210225,DOMINOS PIZZA INC,0001286681,1229
2824,0001628280-21-003458,10-K,20201231,20210226,20210226,Extra Space Storage Inc.,0001289490,1231
2825,0001558370-21-002191,10-K,20201231,20210301,20210301,"DIGITAL REALTY TRUST, INC.",0001297996,1231
2826,0001306830-21-000020,10-K,20201231,20210211,20210211,Celanese Corp,0001306830,1231
2827,0001564590-21-009308,10-K,20201231,20210226,20210226,"Builders FirstSource, Inc.",0001316835,1231
2828,0001324424-21-000015,10-K,20201231,20210212,20210211,"Expedia Group, Inc.",0001324424,1231
2829,0001326801-21-000014,10-K,20201231,20210128,20210127,Facebook Inc,0001326801,1231
2830,0001335258-21-000009,10-K,20201231,20210301,20210301,"Live Nation Entertainment, Inc.",0001335258,1231
2831,0001336920-21-000010,10-K,20210101,20210223,20210223,"Leidos Holdings, Inc.",0001336920,0101
2832,0001564590-21-033616,10-K,20210531,20210621,20210621,ORACLE CORP,0001341439,0531
2833,0001352010-21-000010,10-K,20201231,20210225,20210225,"EPAM Systems, Inc.",0001352010,1231
2834,0001370637-21-000012,10-K,20201231,20210226,20210225,ETSY INC,0001370637,1231
2835,0001558370-21-001286,10-K,20201231,20210219,20210219,"Cboe Global Markets, Inc.",0001374310,1231
2836,0001564590-21-006640,10-K,20201231,20210218,20210218,Targa Resources Corp.,0001389170,1231
2837,0001393612-21-000014,10-K,20201231,20210217,20210217,Discover Financial Services,0001393612,1231
2838,0001193125-21-060361,10-K,20201231,20210226,20210226,Blackstone Group Inc,0001393818,1231
2839,0001402057-21-000022,10-K,20201231,20210226,20210226,CDW Corp,0001402057,1231
2840,0001558370-21-003523,10-K,20210130,20210326,20210326,"Ulta Beauty, Inc.",0001403568,0130
2841,0001413329-21-000007,10-K,20201231,20210209,20210209,Philip Morris International Inc.,0001413329,1231
2842,0001413447-21-000011,10-K,20201231,20210225,20210225,NXP Semiconductors N.V.,0001413447,1231
2843,0001437749-21-003789,10-K,20201231,20210223,20210223,"Verisk Analytics, Inc.",0001442145,1231
2844,0001463101-21-000016,10-K,20201231,20210216,20210212,"Enphase Energy, Inc.",0001463101,1231
2845,0001467373-21-000229,10-K,20210831,20211015,20211015,Accenture plc,0001467373,0831
2846,0001467858-21-000037,10-K,20201231,20210210,20210210,General Motors Co,0001467858,1231
2847,0001437749-21-003793,10-K,20201231,20210223,20210223,GENERAC HOLDINGS INC.,0001474735,1231
2848,0001478242-21-000020,10-K,20201231,20210212,20210212,IQVIA HOLDINGS INC.,0001478242,1231
2849,0001489393-21-000007,10-K,20201231,20210225,20210225,LyondellBasell Industries N.V.,0001489393,1231
2850,0001506307-21-000022,10-K,20201231,20210205,20210205,"KINDER MORGAN, INC.",0001506307,1231
2851,0001510295-21-000027,10-K,20201231,20210226,20210226,Marathon Petroleum Corp,0001510295,1231
2852,0001558370-21-001998,10-K,20201231,20210226,20210226,Norwegian Cruise Line Holdings Ltd.,0001513761,1231
2853,0001534701-21-000074,10-K,20201231,20210224,20210224,Phillips 66,0001534701,1231
2854,0001555280-21-000098,10-K,20201231,20210216,20210216,Zoetis Inc.,0001555280,1231
2855,0001559720-21-000010,10-K,20201231,20210226,20210226,"Airbnb, Inc.",0001559720,1231
2856,0001571949-21-000003,10-K,20201231,20210204,20210204,"Intercontinental Exchange, Inc.",0001571949,1231
2857,0001579241-21-000020,10-K,20201231,20210216,20210216,Allegion plc,0001579241,1231
2858,0001585689-21-000016,10-K,20201231,20210217,20210217,Hilton Worldwide Holdings Inc.,0001585689,1231
2859,0001590895-21-000085,10-K,20201231,20210301,20210226,"Caesars Entertainment, Inc.",0001590895,1231
2860,0001564590-21-006660,10-K,20201231,20210218,20210218,"Paycom Software, Inc.",0001590955,1231
2861,0001596532-21-000049,10-K,20201231,20210219,20210218,"Arista Networks, Inc.",0001596532,1231
2862,0001601046-21-000197,10-K,20211031,20211217,20211217,"Keysight Technologies, Inc.",0001601046,1031
2863,0001613103-21-000027,10-K,20210430,20210625,20210625,Medtronic plc,0001613103,0430
2864,0001618921-21-000085,10-K,20210831,20211014,20211014,"Walgreens Boots Alliance, Inc.",0001618921,0831
2865,0001637459-21-000009,10-K,20201226,20210217,20210217,Kraft Heinz Co,0001637459,1226
2866,0001645590-21-000068,10-K,20211031,20211210,20211210,Hewlett Packard Enterprise Co,0001645590,1031
2867,0001682852-21-000006,10-K,20201231,20210226,20210226,"Moderna, Inc.",0001682852,1231
2868,0001628280-21-003574,10-K,20201231,20210301,20210301,LINDE PLC,0001707925,1231
2869,0001564590-21-009508,10-K,20201231,20210226,20210226,Ceridian HCM Holding Inc.,0001725057,1231
2870,0001564590-21-057778,10-K,20210930,20211119,20211119,WestRock Co,0001732845,0930
2871,0001739940-21-000007,10-K,20201231,20210225,20210225,Cigna Corp,0001739940,1231
2872,0001748790-21-000031,10-K,20210630,20210824,20210824,Amcor plc,0001748790,0630
2873,0001104659-22-025141,10-K,20211231,20220218,20220218,ABBOTT LABORATORIES,0000001800,1231
2874,0000002969-22-000054,10-K,20220930,20221122,20221122,"Air Products & Chemicals, Inc.",0000002969,0930
2875,0001628280-22-004524,10-K,20211231,20220301,20220301,HESS CORP,0000004447,1231
2876,0000004977-22-000058,10-K,20211231,20220223,20220223,AFLAC INC,0000004977,1231
2877,0000006951-22-000043,10-K,20221030,20221216,20221216,APPLIED MATERIALS INC /DE,0000006951,1030
2878,0000007084-22-000008,10-K,20211231,20220217,20220217,Archer-Daniels-Midland Co,0000007084,1231
2879,0000008670-22-000038,10-K,20220630,20220803,20220803,AUTOMATIC DATA PROCESSING INC,0000008670,0630
2880,0001558370-22-001251,10-K,20211231,20220216,20220216,BALL Corp,0000009389,1231
2881,0001628280-22-003432,10-K,20211231,20220223,20220223,BAXTER INTERNATIONAL INC,0000010456,1231
2882,0001628280-22-030686,10-K,20220930,20221122,20221122,BECTON DICKINSON & CO,0000010795,0930
2883,0000016732-22-000093,10-K,20220731,20220922,20220922,CAMPBELL SOUP CO,0000016732,0802
2884,0000016918-22-000069,10-K,20220228,20220421,20220421,"CONSTELLATION BRANDS, INC.",0000016918,0228
2885,0000018230-22-000050,10-K,20211231,20220216,20220216,CATERPILLAR INC,0000018230,1231
2886,0000020286-22-000012,10-K,20211231,20220224,20220224,CINCINNATI FINANCIAL CORP,0000020286,1231
2887,0001437749-22-003247,10-K,20211231,20220214,20220214,CORNING INC /NY,0000024741,1231
2888,0000027419-22-000007,10-K,20220129,20220309,20220309,TARGET CORP,0000027419,0201
2889,0001558370-22-002059,10-K,20211231,20220225,20220225,ECOLAB INC.,0000031462,1231
2890,0000031791-22-000003,10-K,20220102,20220303,20220303,PERKINELMER INC,0000031791,1229
2891,0000033213-22-000007,10-K,20211231,20220210,20220210,EQT Corp,0000033213,1231
2892,0001564590-22-005400,10-K,20211231,20220216,20220216,M&T BANK CORP,0000036270,1231
2893,0000038777-22-000198,10-K,20220930,20221114,20221114,FRANKLIN RESOURCES INC,0000038777,0930
2894,0000046080-22-000023,10-K,20211226,20220223,20220223,"HASBRO, INC.",0000046080,1226
2895,0000047111-22-000017,10-K,20211231,20220218,20220218,HERSHEY CO,0000047111,1231
2896,0000047217-22-000068,10-K,20221031,20221206,20221206,HP INC,0000047217,1031
2897,0000048465-22-000051,10-K,20221030,20221206,20221206,HORMEL FOODS CORP /DE/,0000048465,1030
2898,0000049196-22-000023,10-K,20211231,20220218,20220218,HUNTINGTON BANCSHARES INC /MD/,0000049196,1231
2899,0000051644-22-000010,10-K,20211231,20220222,20220222,"INTERPUBLIC GROUP OF COMPANIES, INC.",0000051644,1231
2900,0000052988-22-000111,10-K,20220930,20221121,20221121,JACOBS SOLUTIONS INC.,0000052988,0930
2901,0000060086-22-000007,10-K,20211231,20220208,20220208,LOEWS CORP,0000060086,1231
2902,0000060667-22-000038,10-K,20220128,20220321,20220321,LOWES COMPANIES INC,0000060667,0128
2903,0000062709-22-000009,10-K,20211231,20220216,20220216,"MARSH & MCLENNAN COMPANIES, INC.",0000062709,1231
2904,0000062996-22-000011,10-K,20211231,20220208,20220208,MASCO CORP /DE/,0000062996,1231
2905,0000064803-22-000008,10-K,20211231,20220209,20220209,CVS HEALTH Corp,0000064803,1231
2906,0000065984-22-000017,10-K,20211231,20220225,20220225,ENTERGY CORP /DE/,0000065984,1231
2907,0000066740-22-000010,10-K,20211231,20220209,20220209,3M CO,0000066740,1231
2908,0000068505-22-000010,10-K,20211231,20220216,20220216,"Motorola Solutions, Inc.",0000068505,1231
2909,0000072331-22-000185,10-K,20221031,20221219,20221219,NORDSON CORP,0000072331,1031
2910,0001564590-22-007679,10-K,20211231,20220228,20220228,NUCOR CORP,0000073309,1231
2911,0000074208-22-000010,10-K,20211231,20220215,20220215,"UDR, Inc.",0000074208,1231
2912,0000950170-22-001913,10-K,20211231,20220224,20220224,PACKAGING CORP OF AMERICA,0000075677,1231
2913,0000079879-22-000009,10-K,20211231,20220217,20220217,PPG INDUSTRIES INC,0000079879,1231
2914,0000080424-22-000064,10-K,20220630,20220805,20220805,PROCTER & GAMBLE Co,0000080424,0630
2915,0001564590-22-002421,10-K,20211231,20220126,20220126,SCHLUMBERGER LIMITED/NV,0000087347,1231
