TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,REVENUE,INCOME,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END
TTWO,TTWO US       d,946581,2020,3088.97,404.46,0001628280-20-008291,10-K,20200331,20200522,20200522,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2021,3372.77,588.89,0001628280-21-010627,10-K,20210331,20210519,20210518,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2022,3504.8,418.02,0001628280-22-014580,10-K,20220331,20220517,20220516,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2023,5349.9,-1124.7,0001628280-23-019851,10-K,20230331,20230526,20230525,TAKE TWO INTERACTIVE SOFTWARE INC,331
TXT,TXT US         d,217346,2011,21800,328,0001193125-12-074981,10-K,20111231,20120223,20120223,TEXTRON INC,102
TXT,TXT US         d,217346,2012,12237,589,0001104659-13-011048,10-K,20121229,20130215,20130215,TEXTRON INC,102
TXT,TXT US         d,217346,2015,13878,600,0001104659-15-013784,10-K,20150103,20150225,20150225,TEXTRON INC,102
TXT,TXT US         d,217346,2016,27211,1659,0001104659-17-010809,10-K,20161231,20170222,20170222,TEXTRON INC,102
TXT,TXT US         d,217346,2017,14198,307,0001104659-18-009905,10-K,20171230,20180215,20180215,TEXTRON INC,102
TXT,TXT US         d,217346,2018,13972,1222,0001104659-19-008151,10-K,20181229,20190214,20190214,TEXTRON INC,1229
TXT,TXT US         d,217346,2020,13630,815,0001104659-20-024773,10-K,20200104,20200225,20200225,TEXTRON INC,104
TXT,TXT US         d,217346,2021,11651,309,0000217346-21-000019,10-K,20210102,20210219,20210219,TEXTRON INC,102
TXT,TXT US         d,217346,2022,25251,1607,0000217346-22-000005,10-K,20220101,20220217,20220217,TEXTRON INC,101
TXT,TXT US         d,217346,2022,25251,1607,0000217346-23-000006,10-K,20221231,20230216,20230216,TEXTRON INC,1231
UAL,UAL US         d,100517,1999, , ,0000100517-00-000003,10-K405,19991231,20000314,Not found,UAL CORP /DE/,1231
UAL,UAL US         d,100517,2001, , ,0000100517-01-500040,10-K/A,20010509,20010509,Not found,UAL CORP /DE/,1231
UAL,UAL US         d,100517,2002, , ,0000100517-02-000009,10-K405,20020308,20020308,Not found,UAL CORP /DE/,1231
UAL,UAL US         d,100517,2008,20194,-5348,0000950137-09-001460,10-K,20081231,20090302,20090302,UAL CORP /DE/,1231
UAL,UAL US         d,100517,2009,16335,-651,0001193125-10-041523,10-K,20091231,20100226,20100226,UAL CORP /DE/,1231
UDR,UDR US         d,74208,2002,584.63,53.23,0001045969-03-000773,10-K,20021231,20030326,Not found,UNITED DOMINION REALTY TRUST INC,1231
UDR,UDR US         d,74208,2005,638.75,155.17,0001035704-06-000151,10-K,20051231,20060307,20060307,UNITED DOMINION REALTY TRUST INC,1231
UDR,UDR US         d,74208,2007,505.94,221.35,0000950134-08-003462,10-K,20071231,20080226,20080226,"UDR, Inc.",1231
UDR,UDR US         d,74208,2008,590.6,706.93,0000950134-09-003865,10-K,20081231,20090226,20090226,"UDR, Inc.",1231
UDR,UDR US         d,74208,2009,614.98,-87.53,0000950123-10-017015,10-K,20091231,20100225,20100225,"UDR, Inc.",1231
UDR,UDR US         d,74208,2010,525.05,-102.9,0000950123-11-017187,10-K,20101231,20110223,20110223,"UDR, Inc.",1231
UDR,UDR US         d,74208,2011,623.36,20.02,0000950123-12-003185,10-K,20111231,20120227,20120227,"UDR, Inc.",1231
UDR,UDR US         d,74208,2012,716.61,212.18,0000074208-13-000007,10-K,20121231,20130227,20130226,"UDR, Inc.",1231
UDR,UDR US         d,74208,2014,818.05,154.33,0000074208-15-000013,10-K,20141231,20150224,20150224,"UDR, Inc.",1231
UDR,UDR US         d,74208,2019,1152.19,184.97,0000074208-20-000031,10-K,20191231,20200218,20200218,"UDR, Inc.",1231
UDR,UDR US         d,74208,2020,1241.17,64.27,0000074208-21-000025,10-K,20201231,20210218,20210218,"UDR, Inc.",1231
UDR,UDR US         d,74208,2021,1290.77,150.02,0000074208-22-000010,10-K,20211231,20220215,20220215,"UDR, Inc.",1231
UDR,UDR US         d,74208,2022,1517.39,86.92,0000074208-23-000007,10-K,20221231,20230213,20230213,"UDR, Inc.",1231
ULTA,ULTA US        d,1403568,2008,912.14,25.34,0000950137-08-005469,10-K,20080202,20080416,20080416,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2009,1084.65,25.27,0000950137-09-002518,10-K,20090131,20090402,20090402,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2010,1222.77,39.36,0000950123-10-030932,10-K,20100130,20100331,20100331,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2011,1454.84,71.03,0000950123-11-030900,10-K,20110129,20110330,20110330,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2012,1776.15,120.26,0001193125-12-136579,10-K,20120128,20120328,20120328,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2013,2220.26,172.55,0001193125-13-140116,10-K,20130202,20130403,20130403,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2014,2670.57,202.85,0001193125-14-127781,10-K,20140201,20140402,20140402,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2015,3241.37,257.14,0001193125-15-115602,10-K,20150131,20150401,20150401,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2016,3924.12,320.01,0001193125-16-523101,10-K,20160130,20160330,20160330,"Ulta Salon, Cosmetics & Fragrance, Inc.",203
ULTA,ULTA US        d,1403568,2017,4854.74,409.76,0001193125-17-099261,10-K,20170128,20170328,20170328,"Ulta Beauty, Inc.",127
ULTA,ULTA US        d,1403568,2018,5884.51,555.23,0001558370-18-002733,10-K,20180203,20180403,20180403,"Ulta Beauty, Inc.",127
ULTA,ULTA US        d,1403568,2019,6716.62,658.56,0001558370-19-002739,10-K,20190202,20190402,20190402,"Ulta Beauty, Inc.",202
ULTA,ULTA US        d,1403568,2021,6151.95,175.84,0001558370-21-003523,10-K,20210130,20210326,20210326,"Ulta Beauty, Inc.",130
ULTA,ULTA US        d,1403568,2022,8630.89,985.84,0001558370-22-004330,10-K,20220129,20220325,20220325,"Ulta Beauty, Inc.",129
ULTA,ULTA US        d,1403568,2023,10208.58,1242.41,0001558370-23-004581,10-K,20230128,20230324,20230324,"Ulta Beauty, Inc.",128
UNH,UNH US         d,731766,2011,101862,5142,0000731766-12-000009,10-K,20111231,20120209,20120208,UNITEDHEALTH GROUP INC,1231
UNH,UNH US         d,731766,2012,110618,5526,0000731766-13-000005,10-K,20121231,20130207,20130206,UNITEDHEALTH GROUP INC,1231
UNH,UNH US         d,731766,2013,122489,5625,0000731766-14-000008,10-K,20131231,20140212,20140212,UNITEDHEALTH GROUP INC,1231
UNH,UNH US         d,731766,2014,130474,5619,0000731766-15-000007,10-K,20141231,20150210,20150210,UNITEDHEALTH GROUP INC,1231
UNP,UNP US         d,100885,2003,11551,1585,0001193125-04-025678,10-K,20031231,20040218,Not found,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2005,13578,1026,0001193125-06-038383,10-K,20051231,20060224,20060224,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2007,16283,1855,0001193125-08-041700,10-K,20071231,20080228,20080228,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2009,14143,1890,0001193125-10-023294,10-K,20091231,20100205,20100205,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2010,16965,2780,0001193125-11-024531,10-K,20101231,20110204,20110204,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2011,19557,3292,0001193125-12-038569,10-K,20111231,20120203,20120203,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2012,20926,3943,0001193125-13-045658,10-K,20121231,20130208,20130208,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2013,21963,4388,0001193125-14-040752,10-K,20131231,20140207,20140207,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2014,23988,5180,0001193125-15-037518,10-K,20141231,20150206,20150206,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2021,21804,6523,0001437749-22-002494,10-K,20211231,20220204,20220204,UNION PACIFIC CORP,1231
UNP,UNP US         d,100885,2022,24875,6998,0001437749-23-002959,10-K,20221231,20230210,20230210,UNION PACIFIC CORP,1231
UPS,UPS US         d,1090727,1999,27052,883,0000931763-00-000749,10-K,19991231,20000330,Not found,UNITED PARCEL SERVICE INC,Not found
UPS,UPS US         d,1090727,2015,58363,4844,0001090727-16-000053,10-K,20151231,20160225,20160224,UNITED PARCEL SERVICE INC,1231
UPS,UPS US         d,1090727,2016,60906,3431,0001090727-17-000011,10-K,20161231,20170221,20170221,UNITED PARCEL SERVICE INC,1231
UPS,UPS US         d,1090727,2018,71861,4791,0001090727-19-000006,10-K,20181231,20190221,20190221,UNITED PARCEL SERVICE INC,1231
UPS,UPS US         d,1090727,2019,74094,4440,0001090727-20-000005,10-K,20191231,20200220,20200220,UNITED PARCEL SERVICE INC,1231
UPS,UPS US         d,1090727,2020,84628,1343,0001090727-21-000013,10-K,20201231,20210222,20210222,UNITED PARCEL SERVICE INC,1231
UPS,UPS US         d,1090727,2021,97287,12890,0001090727-22-000007,10-K,20211231,20220222,20220222,UNITED PARCEL SERVICE INC,1231
URI,URI US         d,1067701,2006,3640,224,0001193125-07-040088,10-K,20061231,20070227,20070226,UNITED RENTALS INC /DE,1231
URI,URI US         d,1067701,2007,3715,362,0001193125-08-042082,10-K,20071231,20080229,20080228,UNITED RENTALS INC /DE,1231
URI,URI US         d,1067701,2013,4955,387,0001067701-14-000004,10-K,20131231,20140122,20140122,UNITED RENTALS INC /DE,1231
URI,URI US         d,1067701,2014,5685,540,0001067701-15-000006,10-K,20141231,20150121,20150121,UNITED RENTALS INC /DE,1231
URI,URI US         d,1067701,2015,5817,585,0001067701-16-000039,10-K,20151231,20160127,20160127,UNITED RENTALS INC /DE,1231
URI,URI US         d,1067701,2016,5762,566,0001067701-17-000006,10-K,20161231,20170125,20170125,UNITED RENTALS INC /DE,1231
URI,URI US         d,1067701,2017,6641,1346,0001067701-18-000006,10-K,20171231,20180124,20180124,UNITED RENTALS INC /DE,1231
URI,URI US         d,1067701,2018,8047,1096,0001067701-19-000007,10-K,20181231,20190123,20190123,UNITED RENTALS INC /DE,1231
URI,URI US         d,1067701,2019,9351,1174,0001067701-20-000008,10-K,20191231,20200129,20200129,"UNITED RENTALS, INC.",1231
URI,URI US         d,1067701,2020,8530,890,0001067701-21-000008,10-K,20201231,20210127,20210127,"UNITED RENTALS, INC.",1231
URI,URI US         d,1067701,2021,9716,1386,0001067701-22-000008,10-K,20211231,20220126,20220126,"UNITED RENTALS, INC.",1231
VFC,VFC US         d,103379,2006,6215.79,533.52,0000893220-07-000491,10-K,20061230,20070227,20070227,V F CORP,101
VFC,VFC US         d,103379,2007,7219.36,591.62,0000893220-08-000524,10-K,20071229,20080226,20080226,V F CORP,101
VFC,VFC US         d,103379,2009,7642.6,602.75,0000893220-09-000455,10-K,20090103,20090303,20090303,V F CORP,101
VFC,VFC US         d,103379,2010,7220.29,461.27,0000950123-10-020525,10-K,20100102,20100303,20100303,V F CORP,101
VFC,VFC US         d,103379,2011,17161.82,1459.45,0000950123-11-021306,10-K,20110101,20110302,20110302,V F CORP,102
VFC,VFC US         d,103379,2011,17161.82,1459.45,0001193125-12-088711,10-K,20111231,20120229,20120229,V F CORP,1231
VFC,VFC US         d,103379,2012,10879.86,1086,0001193125-13-079974,10-K,20121229,20130227,20130227,V F CORP,1231
VFC,VFC US         d,103379,2013,11419.65,1210.12,0001193125-14-069474,10-K,20131228,20140226,20140226,V F CORP,1231
VFC,VFC US         d,103379,2015,11881.73,1047.51,0001193125-15-075174,10-K,20150103,20150303,20150303,V F CORP,1231
VFC,VFC US         d,103379,2016,22022.54,2305.7,0001193125-16-489832,10-K,20160102,20160302,20160302,V F CORP,1231
VFC,VFC US         d,103379,2016,22022.54,2305.7,0001628280-17-002027,10-K,20161231,20170301,20170301,V F CORP,1231
VRSK,VRSK US       d,1442145,2009,1027.1,126.61,0000950123-10-022607,10-K,20091231,20100309,20100309,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2010,1138.34,242.55,0000950123-11-019814,10-K,20101231,20110228,20110228,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2011,1191.39,282.76,0001193125-12-085286,10-K,20111231,20120228,20120228,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2012,1407.85,329.14,0001193125-13-076934,10-K,20121231,20130226,20130226,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2013,1595.7,348.38,0001442145-14-000008,10-K,20131231,20140225,20140225,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2014,1431.1,400,0001442145-15-000011,10-K,20141231,20150224,20150224,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2015,1760.7,507.6,0001442145-16-000057,10-K,20151231,20160224,20160223,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2016,1995.2,591.2,0001442145-17-000010,10-K,20161231,20170221,20170221,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2017,2145.2,555.1,0001442145-18-000008,10-K,20171231,20180220,20180220,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2018,2395.1,598.7,0001442145-19-000012,10-K,20181231,20190219,20190219,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2019,2607.1,449.9,0001442145-20-000012,10-K,20191231,20200218,20200218,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2020,2784.6,712.7,0001437749-21-003789,10-K,20201231,20210223,20210223,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2021,2462.5,666.2,0001437749-22-004083,10-K,20211231,20220222,20220222,"Verisk Analytics, Inc.",1231
VRSK,VRSK US       d,1442145,2022,2497,953.9,0001437749-23-004945,10-K,20221231,20230228,20230228,"Verisk Analytics, Inc.",1231
VRSN,VRSN US       d,1014473,2008,964.75,-374.25,0001193125-09-043713,10-K,20081231,20090303,20090303,VERISIGN INC/CA,1231
VTR,VTR US         d,740260,1999,233.25,42.54,0000940180-00-000356,10-K405,19991231,20000329,Not found,VENTAS INC,1231
VTR,VTR US         d,740260,2000,242.32,-65.45,0000950130-01-500708,10-K,20001231,20010416,Not found,VENTAS INC,1231
VTR,VTR US         d,740260,2004,236.86,120.9,0001193125-05-039956,10-K,20041231,20050301,20050301,VENTAS INC,1231
VTR,VTR US         d,740260,2005,332.99,130.58,0001193125-06-041443,10-K,20051231,20060228,20060228,VENTAS INC,1231
VTR,VTR US         d,740260,2006,415.85,131.43,0001193125-07-036220,10-K,20061231,20070222,20070221,VENTAS INC,1231
VTR,VTR US         d,740260,2007,752.72,282.32,0001193125-08-042265,10-K,20071231,20080229,20080228,VENTAS INC,1231
VTR,VTR US         d,740260,2008,923.7,222.6,0001193125-09-040636,10-K,20081231,20090227,20090227,VENTAS INC,1231
VTR,VTR US         d,740260,2009,923.47,266.5,0001193125-10-035246,10-K,20091231,20100219,20100219,VENTAS INC,1231
VTR,VTR US         d,740260,2010,1000.63,246.17,0000950123-11-015746,10-K,20101231,20110218,20110218,VENTAS INC,1231
VTR,VTR US         d,740260,2011,1731.7,364.49,0001047469-12-001287,10-K,20111231,20120222,20120222,VENTAS INC,1231
VTR,VTR US         d,740260,2012,2469.61,362.8,0000740260-13-000047,10-K,20121231,20130219,20130219,VENTAS INC,1231
VTR,VTR US         d,740260,2013,2516.62,453.51,0000740260-14-000063,10-K,20131231,20140218,20140218,VENTAS INC,1231
VTR,VTR US         d,740260,2014,2776.81,475.77,0000740260-15-000062,10-K,20141231,20150213,20150213,VENTAS INC,1231
VTR,VTR US         d,740260,2015,3286.4,417.84,0000740260-16-000201,10-K,20151231,20160212,20160212,VENTAS INC,1231
VTR,VTR US         d,740260,2016,3443.52,649.23,0000740260-17-000056,10-K,20161231,20170214,20170213,VENTAS INC,1231
VTR,VTR US         d,740260,2017,3574.15,1356.47,0000740260-18-000054,10-K,20171231,20180209,20180209,VENTAS INC,1231
VTR,VTR US         d,740260,2018,3745.81,409.47,0000740260-19-000037,10-K,20181231,20190208,20190208,VENTAS INC,1231
VTR,VTR US         d,740260,2019,3872.75,433.02,0000740260-20-000042,10-K,20191231,20200224,20200221,"Ventas, Inc.",1231
VTR,VTR US         d,740260,2020,3795.36,439.15,0000740260-21-000048,10-K,20201231,20210223,20210223,"Ventas, Inc.",1231
VTR,VTR US         d,740260,2021,3828.01,49.01,0000740260-22-000057,10-K,20211231,20220218,20220218,"Ventas, Inc.",1231
VTR,VTR US         d,740260,2022,4129.19,-47.45,0000740260-23-000070,10-K,20221231,20230210,20230210,"Ventas, Inc.",1231
WAB,WAB US         d,943452,2005,1034.02,55.78,0001193125-06-056807,10-K,20051231,20060316,20060316,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2007,1360.09,109.57,0001193125-08-043352,10-K,20071231,20080229,20080229,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2009,1401.62,115.06,0001193125-10-038499,10-K,20091231,20100224,20100224,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2010,1507.01,123.1,0001193125-11-046939,10-K,20101231,20110225,20110225,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2011,1967.64,170.15,0001193125-12-077488,10-K,20111231,20120224,20120224,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2014,3044.45,351.68,0001564590-15-000794,10-K,20141231,20150220,20150220,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2015,3308,398.63,0001628280-16-011421,10-K,20151231,20160219,20160219,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2017,3881.76,262.26,0001628280-18-002245,10-K,20171231,20180226,20180226,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2018,4363.55,294.94,0001628280-19-002095,10-K,20181231,20190227,20190227,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2019,8200,326.7,0001628280-20-002098,10-K,20191231,20200224,20200224,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2020,7556.1,414.4,0001628280-21-002557,10-K,20201231,20210219,20210219,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2021,7822,558,0001628280-22-002997,10-K,20211231,20220217,20220217,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAB,WAB US         d,943452,2022,8362,633,0001628280-23-003675,10-K,20221231,20230215,20230215,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1231
WAT,WAT US         d,1000697,2010,1643.37,381.76,0000950123-11-018381,10-K,20101231,20110225,20110225,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2011,1851.18,432.97,0001193125-12-077126,10-K,20111231,20120224,20120224,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2012,1843.64,461.44,0001193125-13-076804,10-K,20121231,20130226,20130226,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2013,1904.22,450,0001193125-14-072515,10-K,20131231,20140227,20140227,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2014,1989.34,431.62,0001193125-15-067900,10-K,20141231,20150227,20150227,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2015,2042.33,469.05,0001193125-16-480594,10-K,20151231,20160226,20160226,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2016,2167.42,521.5,0001193125-17-056239,10-K,20161231,20170224,20170224,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2017,2309.08,20.31,0001193125-18-060830,10-K,20171231,20180227,20180227,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2018,2419.93,593.79,0001193125-19-051872,10-K,20181231,20190226,20190226,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2018,2419.93,593.79,0001193125-19-060858,10-K/A,20181231,20190301,20190301,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2019,2406.6,592.2,0001193125-20-048303,10-K,20191231,20200225,20200225,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2020,2365.36,521.57,0001193125-21-054385,10-K,20201231,20210224,20210224,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2021,2785.87,692.84,0001193125-22-051509,10-K,20211231,20220224,20220224,WATERS CORP /DE/,1231
WAT,WAT US         d,1000697,2022,2971.96,707.76,0001193125-23-050827,10-K,20221231,20230227,20230227,WATERS CORP /DE/,1231
WBA,WBA US         d,1618921,2016,117351,4173,0001140361-16-083198,10-K,20160831,20161020,20161020,"Walgreens Boots Alliance, Inc.",831
WBA,WBA US         d,1618921,2017,118214,4078,0001618921-17-000069,10-K,20170831,20171025,20171025,"Walgreens Boots Alliance, Inc.",831
WBA,WBA US         d,1618921,2018,131537,5024,0001628280-18-012472,10-K,20180831,20181011,20181011,"Walgreens Boots Alliance, Inc.",831
WBA,WBA US         d,1618921,2020,121982,456,0001618921-20-000082,10-K,20200831,20201015,20201015,"Walgreens Boots Alliance, Inc.",831
WBA,WBA US         d,1618921,2021,132509,2542,0001618921-21-000085,10-K,20210831,20211014,20211014,"Walgreens Boots Alliance, Inc.",831
WBA,WBA US         d,1618921,2022,132703,4337,0001618921-22-000064,10-K,20220831,20221013,20221013,"Walgreens Boots Alliance, Inc.",831
